pr_url,is_this_proj_first,number_of_created_pr_in_this_proj_before_pr,closed_at,body,title,commit_add_line_sum,commit_delete_line_sum,commit_total_line_sum,commit_file_change,commit_add_line_max,commit_delete_line_max,commit_total_line_max,commit_add_line_min,commit_delete_line_min,commit_total_line_min,login,before_pr_project_commits_in_month,issue_created_in_project_by_pr_author,issue_created_in_project_by_pr_author_in_month,issue_joined_in_project_by_pr_author,issue_joined_in_project_by_pr_author_in_month,before_pr_user_followers,before_pr_user_commits_proj,before_pr_project_issues,before_pr_project_issues_in_month,before_pr_project_issues_comment,before_pr_project_issues_comment_in_month,merge,github_merge,comment_merge,commit_merge,pr_commit_count,before_pr_project_prs,before_pr_project_prs_in_month,before_pr_project_commits,before_pr_user_commits,contain_test_file,contain_doc_file,before_pr_user_issues,bot_user,whether_pr_created_before_commit,commit_message,before_pr_merge_cnt,before_pr_closed_cnt,before_pr_merge_ratio,before_pr_project_comments_in_prs,code_patch_diff,before_pr_user_projects,number_of_merged_pr_in_this_proj_before_pr,number_of_closed_pr_in_this_proj_before_pr,ratio_of_merged_pr_in_this_proj_before_pr,before_pr_project_comments_in_prs_in_month,before_pr_user_pulls,check_pr_desc_mean,check_pr_desc_medium,pr_desc_len
https://api.github.com/repos/pytorch/pytorch/pulls/35899,0,831,2020-04-02T21:04:55Z,Summary:<nl>Pull Request resolved: https://github.com/pytorch/pytorch/pull/35838<nl><nl>It may be flaky.<nl><nl>Test Plan: Imported from OSS<nl><nl>Differential Revision: D20807409<nl><nl>Pulled By: gchanan<nl><nl>fbshipit-source-id: f085d05bcb6a04d304f3cd048c38d2e8453125d6<nl>,[v1.5.0] Skip ROCm test in test/test_cpp_extensions_aot.py (#35838),2.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,gchanan,2480,70,3,661,28,83.0,127,10786,313,41818,1286,1,1,0,0,1.0,21713,1241,34042,4316,1.0,0.0,168,0,False,Skip ROCm test in test/test_cpp_extensions_aot.py (#35838)<nl><nl>Summary:<nl>Pull Request resolved: https://github.com/pytorch/pytorch/pull/35838<nl><nl>It may be flaky.<nl><nl>Test Plan: Imported from OSS<nl><nl>Differential Revision: D20807409<nl><nl>Pulled By: gchanan<nl><nl>fbshipit-source-id: f085d05bcb6a04d304f3cd048c38d2e8453125d6,16759,21167,0.7917513110029764,52267,"import unittest<nl><nl>import torch.testing._internal.common_utils as common<nl>from torch.testing._internal.common_utils import IS_WINDOWS, skipIfRocm<nl>from torch.testing._internal.common_cuda import TEST_CUDA<nl>import torch<nl>import torch.backends.cudnn",19,679,821,0.8270401948842875,4325,88,False,False,16
https://api.github.com/repos/nodejs/node/pulls/6738,0,244,2016-08-09T20:28:25Z,"Work around spec violations in V8 where it checks that `this == NULL`.<nl>GCC 6 started exploiting this particular kind of UB, resulting in<nl>runtime crashes.<nl><nl>Fixes: #6724<nl><nl>CI: https://ci.nodejs.org/job/node-test-pull-request/2634/",build: turn on -fno-delete-null-pointer-checks (v0.10),5.0,1.0,6.0,1.0,5.0,1.0,6.0,5.0,1.0,6.0,bnoordhuis,667,39,2,1778,154,2024.0,437,2914,229,23184,1689,1,0,0,1,1.0,3782,342,18390,6384,0.0,0.0,542,0,False,"build: turn on -fno-delete-null-pointer-checks<nl><nl>Work around spec violations in V8 where it checks that `this == NULL`.<nl>GCC 6 started exploiting this particular kind of UB, resulting in<nl>runtime crashes.<nl><nl>Fixes: https://github.com/nodejs/node/issues/6724",2942,3578,0.8222470653996646,35425,,107,221,232,0.9525862068965516,3699,140,False,False,26
https://api.github.com/repos/apple/swift/pulls/25822,0,10,2019-06-27T21:21:40Z,Cherry picking #25152 for the 5.1 branch. Reviewed by @slavapestov.,[5.1] Add a CLI option to warn when a public decl has no availability,147.0,0.0,147.0,8.0,147.0,0.0,147.0,147.0,0.0,147.0,xymus,2244,0,0,0,0,44.0,29,5352,101,19096,270,1,1,0,1,1.0,25678,741,103780,9208,1.0,0.0,96,0,False,"Add a CLI option to warn when a public decl has no availability<nl><nl>Add the command line option -require-explicit-availability to detect public<nl>or `@usableFromInline` declarations and warn if they don't declare<nl>an introduction OS version. This option should catch forgotten `@available`<nl>attributes in frameworks where all services are expected to be introduced<nl>by an OS version.<nl><nl>The option -require-explicit-availability-target ""macOS 10.14, iOS 12.0""<nl>can be specified for the compiler to suggest fix-its with the missing<nl>attributes `@available(macOS 10.14, iOS 12.0, *)`.<nl><nl>rdar://51001662",22719,25133,0.9039509807822383,115484,,16,7,8,0.875,3204,18,False,False,10
https://api.github.com/repos/kubernetes/kubernetes/pulls/15248,0,200,2015-10-08T14:41:05Z,we are doing this to include experimental apis in pkg/apis/<nl><nl>Fixes #15245,diff all of pkg/ when verifying swagerspec instead of just pkg/api/,8.0,8.0,16.0,1.0,8.0,8.0,16.0,8.0,8.0,16.0,mikedanese,1773,26,7,302,72,185.0,103,5558,620,33362,3349,1,1,0,1,1.0,9689,998,19629,2167,0.0,0.0,69,0,False,diff all of pkg/ when verifying swagerspec instead of just pkg/api/,8334,9396,0.8869731800766284,65211,,47,168,190,0.8842105263157894,11458,8,False,False,11
https://api.github.com/repos/bitcoin/bitcoin/pulls/10281,0,693,2017-05-02T05:53:49Z,Could be useful. Anything that I forgot?,doc: Add RPC interface guidelines,73.0,0.0,73.0,1.0,73.0,0.0,73.0,73.0,0.0,73.0,laanwj,353,183,2,3302,34,1855.0,604,3030,31,15569,165,1,1,0,1,1.0,7142,165,15739,19980,0.0,1.0,441,0,False,doc: Add RPC interface guidelines,5036,6943,0.7253348696528878,48359,,108,614,687,0.893740902474527,1031,154,False,False,7
https://api.github.com/repos/moby/moby/pulls/16604,0,19,2015-10-09T18:55:54Z,Signed-off-by: Shijiang Wei mountkin@gmail.com,add missing parameters of the commit API to the docs,4.0,0.0,4.0,2.0,4.0,0.0,4.0,4.0,0.0,4.0,mountkin,790,4,0,33,10,26.0,46,7166,328,42821,2066,1,1,0,1,1.0,5153,392,19955,482,0.0,2.0,10,0,False,add missing parameters of the commit API to the docs<nl><nl>Signed-off-by: Shijiang Wei <mountkin@gmail.com>,3899,5035,0.7743793445878848,59189,,31,14,18,0.7777777777777778,2660,1,False,False,4
https://api.github.com/repos/moby/moby/pulls/11430,0,122,2015-03-18T23:04:43Z,"Carry of #9761, just rebased",Modified `docker export` to allow an --output flag,100.0,10.0,110.0,4.0,100.0,10.0,110.0,100.0,10.0,110.0,jessfraz,648,19,8,1217,630,6122.0,9,4966,250,29028,2184,1,1,0,1,1.0,2298,382,14088,171,0.0,2.0,3,0,False,"Modified `docker export` to allow an --output flag<nl><nl>Copied code from CmdSave into CmdExport. This should work, not an expert in the API calls being made. But it does make more sense to have a consistent export/save flag.<nl><nl>Signed-off-by: Joseph Kern <joseph.a.kern@gmail.com><nl><nl>checkpoint before edits on the export functions<nl><nl>Signed-off-by: Joseph Kern <joseph.a.kern@gmail.com><nl><nl>Added an --output flag to docker export and created tests.<nl><nl>Signed-off-by: Joseph Kern <joseph.a.kern@gmail.com><nl><nl>White space cleanup.<nl><nl>Signed-off-by: Joseph Kern <joseph.a.kern@gmail.com><nl><nl>Docker-DCO-1.1-Signed-off-by: Joseph Kern <jkern@semafour.net> (github: jfrazelle)<nl><nl>checkpoint before edits on the export functions<nl><nl>Signed-off-by: Joseph Kern <joseph.a.kern@gmail.com><nl><nl>White space cleanup.<nl><nl>Signed-off-by: Joseph Kern <joseph.a.kern@gmail.com><nl><nl>Added text to reflect a new output option for the export command.<nl><nl>Signed-off-by: Joseph Kern <joseph.a.kern@gmail.com><nl><nl>Whitespace clean up<nl><nl>Signed-off-by: Joseph Kern <joseph.a.kern@gmail.com><nl><nl>Added man page documentation for the new --output flag in export<nl><nl>Signed-off-by: Joseph Kern <joseph.a.kern@gmail.com>",1639,2164,0.7573937153419593,38355,"package main<nl><nl>import (<nl>	""fmt""<nl>	""os""<nl>	""os/exec""<nl>	""strings""<nl>	""testing""",19,99,118,0.8389830508474576,2918,1,False,False,5
https://api.github.com/repos/nvbn/thefuck/pulls/1097,0,4,2020-07-16T21:32:30Z,<nl>#1096 ,#1096: Rule: Bypass failed git hook,27.0,0.0,27.0,1.0,27.0,0.0,27.0,27.0,0.0,27.0,divykj,0,0,0,4,4,0.0,12,389,7,1465,20,1,1,0,0,1.0,502,6,1561,64,0.0,0.0,1,0,False,naive implementation,415,488,0.8504098360655737,1017,,18,0,1,0.0,7,1,False,False,2
https://api.github.com/repos/godotengine/godot/pulls/7439,0,45,2017-01-10T14:28:03Z,Raname shader tokenizer methods for clarity,Fix shader tokenizer/compiler reporting wrong error location (2.2),74.0,66.0,140.0,2.0,74.0,66.0,140.0,74.0,66.0,140.0,RandomShaper,146,18,0,97,2,17.0,19,4918,136,20356,587,1,1,0,0,1.0,2481,52,6952,257,0.0,0.0,22,0,False,Fix shader tokenizer/compiler reporting wrong error location<nl>Raname shader tokenizer methods for clarity,1992,2402,0.829308909242298,5547,,10,37,41,0.902439024390244,100,1,False,False,6
https://api.github.com/repos/neovim/neovim/pulls/11087,0,418,2019-10-03T05:44:00Z,none,"vim-patch:8.1.{10,230,315,330,514,517,518,1327,1347,1758,2072,2074,2091,2095,2103}",206.0,111.0,317.0,3.0,147.0,92.0,239.0,18.0,2.0,35.0,janlazo,361,1,0,99,1,3.0,75,4492,68,27504,391,1,1,0,1,3.0,6020,158,14513,6697,0.0,0.0,17,0,False,"vim-patch:8.1.0010: efm_to_regpat() is too long<nl><nl>Problem:    efm_to_regpat() is too long.<nl>Solution:   Split off three functions. (Yegappan Lakshmanan, closes vim/vim#2924)<nl>https://github.com/vim/vim/commit/6bff719f7e472e918c60aa336de03e799b806c4f;vim-patch:8.1.1327: unnecessary scroll after horizontal split<nl><nl>Problem:    Unnecessary scroll after horizontal split.<nl>Solution:   Don't adjust to fraction if all the text fits in the window.<nl>            (Martin Kunev, closes vim/vim#4367)<nl>https://github.com/vim/vim/commit/a9b2535f44f3265940a18d08520a9ad4ef7bda82;vim-patch:8.1.1347: fractional scroll position not restored after closing window<nl><nl>Problem:    Fractional scroll position not restored after closing window.<nl>Solution:   Do restore fraction if topline is not one.<nl>https://github.com/vim/vim/commit/bd2d68c2f42c7689f681aeaf82606d17f8a0312f",3908,5957,0.6560349169044821,28207,,46,376,414,0.9082125603864736,368,4,False,False,1
https://api.github.com/repos/puppeteer/puppeteer/pulls/7203,0,14,2021-05-05T07:50:51Z,This patch fixes https://github.com/puppeteer/puppeteer/pull/7192 the error discovered in https://github.com/mdn/yari/issues/3694 where the await for the `targetFilter` resulted in a `targetInfoChanged` event being processed before the `Target` was created.,fix: make targetFilter synchronous,4.0,4.0,8.0,2.0,4.0,4.0,8.0,4.0,4.0,8.0,jschfflr,24,3,2,18,8,0.0,26,4582,57,17249,202,1,1,0,0,1.0,2303,34,2146,434,0.0,1.0,7,0,False,fix: make targetFilter synchronous,1890,2277,0.8300395256916996,3741,,6,13,14,0.9285714285714286,97,1,True,True,27
https://api.github.com/repos/netdata/netdata/pulls/9158,0,29,2020-05-26T09:22:31Z,Fixes #9156<nl>##### Summary<nl>Empty lines should be ignored and not trigger an error<nl><nl>##### Component Name<nl><nl>##### Test Plan<nl><nl><nl>##### Additional Information,Fixed bug in accepting empty lines in parser,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,stelfrag,228,35,1,144,4,0.0,9,5281,200,32442,1112,1,1,0,0,1.0,3817,131,10513,370,0.0,0.0,49,0,False,Accept empty lines in parser,3403,3758,0.905534858967536,11666,,1,22,27,0.8148148148148148,540,13,False,False,18
https://api.github.com/repos/django/django/pulls/5584,0,2,2015-11-07T15:46:18Z,See ticket https://code.djangoproject.com/ticket/25469,Fixed #25469 -- Allowed Django template engine autoescaping to be disabled.,16.0,4.0,20.0,3.0,16.0,4.0,20.0,16.0,4.0,20.0,jgeskens,278,0,0,0,0,20.0,53,0,0,0,0,0,0,0,0,1.0,5579,174,31986,607,1.0,0.0,0,0,False,Add autoescape to Django template engine,3387,5486,0.6173897192854538,14629,,24,0,2,0.0,361,0,False,False,3
https://api.github.com/repos/apple/swift/pulls/11499,0,255,2017-08-17T21:46:10Z,none,Move more failing perf tests to the new location.,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,rudkx,1375,10,0,207,8,211.0,61,2896,131,9455,608,1,1,0,1,1.0,11468,474,62030,1545,4.0,0.0,8,0,False,Move more failing perf tests to the new location.,10178,11311,0.8998320219255592,45323,,19,229,249,0.9196787148594378,2192,8,False,False,1
https://api.github.com/repos/moby/moby/pulls/12102,0,6,2015-04-06T15:46:41Z,Signed-off-by: Deng Guangxing dengguangxing@huawei.com,fix typo,4.0,4.0,8.0,1.0,4.0,4.0,8.0,4.0,4.0,8.0,x1022as,974,5,4,6,5,4.0,5,5244,360,30322,1762,1,1,0,1,1.0,2680,530,14845,37,0.0,1.0,6,0,False,fix typo in cli.md<nl><nl>Signed-off-by: Deng Guangxing <dengguangxing@huawei.com>,1941,2549,0.7614750882699097,40974,,5,2,3,0.6666666666666666,3761,1,False,False,4
https://api.github.com/repos/cdr/code-server/pulls/3880,0,102,2021-07-30T18:03:48Z,We use Renovate now.,Remove Dependabot,0.0,32.0,32.0,1.0,0.0,32.0,32.0,0.0,32.0,32.0,code-asher,174,32,0,1266,10,0.0,86,2313,54,10992,151,1,1,0,0,1.0,962,88,2889,1687,0.0,0.0,34,0,False,Remove Dependabot<nl><nl>We use Renovate now.,759,961,0.7898022892819979,1848,,4,93,102,0.9117647058823528,160,9,False,False,4
https://api.github.com/repos/bitcoin/bitcoin/pulls/5238,0,57,2014-11-07T09:57:45Z,Continues #5229 <nl>Closing until at least one release has been supporting -network and warning about -testnet and -regtest,Disable -testnet and -regtest deprecated flags,89.0,93.0,182.0,8.0,46.0,43.0,89.0,0.0,1.0,1.0,jtimon,240,1,0,2,0,181.0,42,1720,32,8108,158,0,0,0,0,7.0,3490,147,8089,1781,0.0,0.0,35,0,False,"Remove unused chainparam networkID;Generic chainparam selection with -network=<strNetworkID> instead of -testnet, etc.;SQUASHME: fix nits;SQUASHME: Use BIP70 string identifiers;SQUASHME: Don't add a new line that wasn't there;SQUASHME: reorder NetworkIdFromCommandLine();Disable -testnet and -regtest deprecated flags",2509,3389,0.7403363824136914,20564,,17,26,48,0.5416666666666666,868,5,False,False,18
https://api.github.com/repos/godotengine/godot/pulls/46422,0,57,2021-02-25T21:34:09Z,Cherry-pick of #38929 (only the compatibilyt non-breaking changes) for 3.2 ;-),[3.2] Fix Godot returned status code on unexpected error,13.0,1.0,14.0,3.0,13.0,1.0,14.0,13.0,1.0,14.0,touilleMan,1085,29,0,59,0,46.0,179,23593,360,109721,1549,1,1,0,1,1.0,18315,436,39992,5947,0.0,0.0,386,0,False,Fix Godot returned status code on unexpected error,15161,17882,0.8478358125489319,55257,,95,52,55,0.9454545454545454,1686,61,False,False,11
https://api.github.com/repos/godotengine/godot/pulls/12548,0,76,2017-11-01T06:59:39Z,The flag in the Collada scene importer to toggle vertex compression on and off didn't initially do anything. This makes it work as intended.,Restores functionality of the use_compression flag in Collada import,17.0,13.0,30.0,3.0,17.0,13.0,30.0,17.0,13.0,30.0,SaracenOne,826,4,0,13,0,13.0,33,7594,364,33707,1752,1,1,0,1,1.0,4850,434,12272,521,0.0,0.0,8,0,False,Restores functionality of the use_compression flag in the Collada importer.,4058,4775,0.8498429319371728,12039,,20,53,72,0.7361111111111112,1129,3,False,True,24
https://api.github.com/repos/elastic/elasticsearch/pulls/39861,0,296,2019-03-15T22:48:21Z,This change increases logging-level of reroute calls after async_shard_fetch to debug so we have information when debugging allocation in qa tests.,Increase logging level for reroute after async_shard_fetch,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,dnhatn,1967,56,1,278,39,11.0,66,18428,317,67750,1433,0,0,0,0,1.0,20504,1045,77388,2677,0.0,0.0,97,0,False,Add shardId to reroute reason after async fetch,15734,20366,0.7725621133261318,65980,,29,266,293,0.9078498293515358,2402,21,False,False,21
https://api.github.com/repos/angular/angular/pulls/34512,0,737,2020-01-08T23:01:00Z,Several fixes regarding exports in UMD.<nl>See individual commits for more info.,fix(ngcc): fix UMD inline exports and re-exports,298.0,180.0,478.0,8.0,174.0,157.0,331.0,47.0,11.0,58.0,gkalpak,714,64,3,1786,58,344.0,354,18947,217,96688,1173,0,0,0,0,3.0,14770,353,22983,12348,0.0,0.0,181,0,False,"fix(ngcc): correctly handle inline exports in UMD<nl><nl>This fix was part of a broader `ngtsc`/`ngcc` fix in 02bab8cf9 (see<nl>there for details). In 02bab8cf9, the fix was only applied to<nl>`CommonJsReflectionHost`, but it is equally applicable to<nl>`UmdReflectionHost`. Later in #34254, the fix was partially ported to<nl>`UmdReflectionHost` by fixing the `extractUmdReexports()` method.<nl><nl>This commit fully fixes `ngcc`'s handling of inline exports for code in<nl>UMD format.;fix(ngcc): recognize re-exports with `require()` calls in UMD<nl><nl>Previously, `UmdReflectionHost` would only recognize re-exports of the<nl>form `__export(someIdentifier)` and not `__export(require('...'))`.<nl>However, it is possible in some UMD variations to have the latter format<nl>as well. See discussion in https://github.com/angular/angular/pull/34254/files#r359515373<nl><nl>This commit adds support for re-export of the form<nl>`__export(require('...'))` in UMD.;refactor(ngcc): share code between `CommonJsReflectionHost` and `UmdReflectionHost`<nl><nl>While different, CommonJS and UMD have a lot in common regarding the<nl>their exports are constructed. Therefore, there was some code<nl>duplication between `CommonJsReflectionHost` and `UmdReflectionHost`.<nl><nl>This commit extracts some of the common bits into a separate file as<nl>helpers to allow reusing the code in both `ReflectionHost`s.",3788,14307,0.2647654994058852,64363,,82,201,730,0.2753424657534246,1476,37,False,False,11
https://api.github.com/repos/kubernetes/kubernetes/pulls/6861,1,0,2015-04-15T13:41:41Z,none,fixed typo in doc (secrets),1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,marekbiskup,1779,0,0,0,0,1.0,3,2424,493,14593,3377,1,1,0,1,1.0,4436,877,9489,6,0.0,1.0,1,0,False,fixed typo in doc (secrets),3935,4327,0.9094060550034666,20177,,2,0,0,0.0,4743,0,False,False,1
https://api.github.com/repos/pytorch/pytorch/pulls/4998,0,75,2018-02-01T23:29:32Z,"Add README.md for `ATen/cudnn` to clarify the assumption of these files, and how to use them.<nl><nl>request review from @ezyang ",README.md for ATen/cudnn,4.0,0.0,4.0,1.0,4.0,0.0,4.0,4.0,0.0,4.0,SsnL,429,14,5,145,41,112.0,50,2419,225,8478,835,1,1,0,0,1.0,2412,312,9548,1530,0.0,0.0,67,0,False,Add README.md for ATen/cudnn,2034,2332,0.87221269296741,5719,,31,65,72,0.9027777777777778,926,1,False,True,20
https://api.github.com/repos/apple/swift/pulls/20330,0,681,2018-11-06T05:56:43Z,none,build-script: install swiftsyntax dylib in the OSS toolchain.,22.0,1.0,23.0,2.0,22.0,1.0,23.0,22.0,1.0,23.0,nkcsgexi,1493,5,0,77,0,86.0,70,4604,117,16462,337,1,1,0,1,1.0,20237,544,88444,2970,0.0,0.0,17,0,False,build-script: teach the script to optionally install swiftsyntax.,17864,19805,0.9019944458470084,88829,,18,652,681,0.9574155653450808,3151,16,False,False,1
